name,released,genres,platforms,rating,metacritic,ratings_count
CRSED,2020-12-04,Action,"PC, PlayStation 5, Xbox One, PlayStation 4",2.48,,29
Call of Duty: Warzone 2.0,2022-11-16,"Shooter, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.19,,81
Minecraft Legends,2023-04-18,Adventure,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",2.5,,38
Mars Horizon,2020-11-16,"Strategy, Indie, Simulation","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS",3.43,72.0,7
Nexomon: Extinction,2020-08-28,"Indie, Strategy, Adventure, RPG","PC, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, iOS, macOS",3.78,,17
Agatha Christie - Hercule Poirot: The First Cases,2021-09-27,Adventure,"PC, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS",3.94,,15
Insurmountable,2021-04-28,"Adventure, Action, Simulation","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",2.87,,22
God of War Ragnarok: Valhalla,2023-12-12,Action,"PlayStation 5, PlayStation 4",4.18,,64
Horizon Forbidden West Complete Edition,2023-10-06,"Adventure, Action, RPG","PC, PlayStation 5",4.22,,36
Risk of Rain Returns,2023-11-08,Action,"PC, Nintendo Switch",3.96,,25
Humanity,2023-05-16,"Action, Puzzle, Casual, Strategy, Indie","PC, PlayStation 5, PlayStation 4, Xbox Series S/X",3.81,84.0,34
The Big Con,2021-08-31,Adventure,"PC, Xbox One, Xbox Series S/X",3.54,76.0,13
TrackMania (2020),2020-07-01,"Racing, Massively Multiplayer","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.63,74.0,67
Little Orpheus,2020-06-12,"Casual, Platformer, Adventure","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, iOS",3.41,69.0,26
LEGO Bricktales,2022-10-12,"Casual, Adventure, Simulation, Puzzle","PC, PlayStation 5, PlayStation 4, Xbox Series S/X, Nintendo Switch, iOS, macOS, Linux",3.35,,20
Splatoon 3,2022-09-09,"Shooter, Action",Nintendo Switch,4.4,83.0,46
Echo Generation,2021-10-21,Strategy,"PC, Xbox One, Xbox Series S/X",3.16,,19
Kathy Rain: Director’s Cut,2021-10-26,"Indie, Adventure, Puzzle","PC, Nintendo Switch, iOS, macOS, Linux",3.95,,19
Samurai Shodown NeoGeo Collection,2020-06-11,"Action, Fighting","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,76.0,4
Puyo Puyo Tetris 2,2020-12-08,"Casual, Family, Action, Puzzle","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS, Linux",3.88,79.0,16
Super Monkey Ball: Banana Mania,2021-10-02,"Arcade, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.69,,13
Deadly Premonition 2: A Blessing in Disguise,2020-07-10,"Adventure, Action","PC, Nintendo Switch",2.75,55.0,15
Melatonin,2022-12-15,"Indie, Action","PC, Nintendo Switch, macOS",4.06,,32
MY HERO ONE'S JUSTICE 2,2020-03-12,"Action, Fighting","PC, Xbox One, PlayStation 4, Nintendo Switch",2.92,66.0,25
One Piece Odyssey,2023-01-13,"Action, RPG","PC, PlayStation 5, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.04,,24
Resident Evil Village - Shadows of Rose,2022-10-28,Action,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.67,,81
The Jackbox Party Pack 9,2022-10-19,"Casual, Indie","PC, PlayStation 5, macOS, Linux",4.14,,7
Ravenswatch,2023-04-06,"Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",4.0,,26
I Am Dead,2020-10-08,"Indie, Adventure, Puzzle","PC, Xbox One, Nintendo Switch",3.55,,31
Source of Madness,2022-05-11,Action,"PC, Nintendo Switch",3.21,,13
Undungeon,2021-11-18,"Indie, Adventure, Action, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch",2.67,,14
WWE 2K23,2023-03-16,"Fighting, Simulation, Sports","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.59,,17
MADiSON,2022-07-08,"Indie, Adventure, Action, Simulation","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.6,,34
Astria Ascending,2021-09-30,RPG,"PC, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",2.86,,14
Dandy Ace,2021-03-25,"Indie, Action","PC, Xbox One, Nintendo Switch",2.79,78.0,17
FATAL FRAME: Maiden of Black Water Digital Deluxe Edition,2021-10-27,"Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.74,,18
Season: A Letter to the Future,2023-01-31,"Casual, Indie, Adventure","PC, PlayStation 5",3.64,,23
The Eternal Cylinder,2021-09-30,"Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.46,80.0,26
FIFA 23,2022-09-27,"Simulation, Sports","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.62,,85
The Last Faith,2023-11-15,"Indie, Platformer, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",3.35,,20
Balan Wonderworld,2021-03-26,Action,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",1.83,43.0,24
Boomerang X,2021-07-08,"Indie, Action","PC, Nintendo Switch",4.23,80.0,21
3000th Duel,2020-02-19,"Indie, Adventure, Action","PC, Nintendo Switch, macOS",0.0,,5
Immortals of Aveum,2023-08-21,"Shooter, Adventure, Action","PC, PlayStation 5, Xbox Series S/X",2.81,,35
Airborne Kingdom,2020-12-17,"Strategy, Indie, Simulation","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS",3.58,76.0,24
Mario Party Superstars,2021-10-29,"Casual, Arcade",Nintendo Switch,3.9,,59
Legend of Mana Remastered,2021-06-24,"Action, RPG","PC, PlayStation 4, Xbox Series S/X, Nintendo Switch, iOS, Android",3.6,71.0,15
Chronos: Before the Ashes,2020-12-01,"Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",3.0,68.0,18
LEMNIS GATE,2021-09-28,"Indie, Shooter, Strategy, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.12,77.0,15
Super Mega Baseball 3,2020-05-13,"Indie, Action, Simulation, Sports","PC, Xbox One, PlayStation 4, Nintendo Switch",3.43,,7
Devil May Cry 5 Special Edition,2020-11-10,"Adventure, Action","PlayStation 5, Xbox Series S/X",4.21,86.0,41
RIDE 4,2020-10-05,"Racing, Simulation, Sports","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.17,75.0,18
Pokémon Mystery Dungeon: Rescue Team DX,2020-03-06,"Strategy, Adventure, RPG",Nintendo Switch,3.72,69.0,44
Nickelodeon Kart Racers 2: Grand Prix,2020-10-06,"Casual, Racing, Family, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",3.33,66.0,6
Inertial Drift,2020-09-11,"Racing, Indie","PC, Xbox One, PlayStation 4, Nintendo Switch",2.96,81.0,25
Islets,2022-08-24,"Adventure, Action","PC, Xbox One, Xbox Series S/X, Nintendo Switch",4.0,,27
Thronefall,2023-08-02,"Strategy, Indie, Action","PC, Nintendo Switch, macOS",4.03,,32
NUTS (itch),2021-01-22,"Indie, Adventure, Simulation","PC, Nintendo Switch, iOS, macOS, Linux",3.67,67.0,17
The Alto Collection,2020-08-13,"Adventure, Action, Arcade, Sports, Indie","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS",3.61,,23
Police Simulator: Patrol Officers,2021-06-17,Simulation,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.36,,21
CHRONO CROSS: THE RADICAL DREAMERS EDITION,2022-04-07,"Adventure, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch",3.8,,10
Cobra Kai: The Karate Kid Saga Continues,2020-10-27,"Casual, Adventure, Action, Fighting","PC, Xbox One, PlayStation 4, Nintendo Switch",2.33,63.0,6
Valkyrie Elysium,2022-09-29,"Action, RPG","PC, PlayStation 5, PlayStation 4, Nintendo Switch",2.9,,19
Arkham Horror: Mother's Embrace,2021-03-22,Adventure,"PC, Xbox One, PlayStation 4, Nintendo Switch",2.38,,8
Ship of Fools,2022-11-22,"Indie, Action","PC, PlayStation 5",3.78,,23
Alex Kidd in Miracle World DX,2021-06-22,"Platformer, Indie, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.54,,13
Fire Emblem Engage,2023-01-20,Strategy,Nintendo Switch,4.09,,30
Pikmin 3 Deluxe,2020-10-30,"Strategy, Adventure, Action",Nintendo Switch,4.1,85.0,39
Fuga: Melodies of Steel,2021-07-28,RPG,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.75,,11
F1 Manager 2022,2022-08-30,"Racing, Strategy, Simulation","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.44,,25
Deathverse: Let It Die,2022-09-28,Action,"PC, PlayStation 5, PlayStation 4",2.14,,6
Pikmin 4,2023-07-21,Strategy,Nintendo Switch,4.22,88.0,35
WRC 9 FIA World Rally Championship,2020-09-04,"Racing, Simulation, Sports","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.88,78.0,17
GONNER2,2020-10-21,"Indie, Platformer, Arcade, Action","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux",3.33,,9
Dordogne,2023-06-13,"Indie, Adventure","PC, Xbox Series S/X, macOS",3.68,,25
Aeterna Noctis,2021-12-14,"Indie, Platformer, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.46,,13
Dark Nights with Poe and Munro,2020-05-18,"Casual, Adventure","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, macOS, Linux",0.0,,5
Time Loader,2021-11-02,"Racing, Adventure, Action, Puzzle, Casual, Simulation, Indie, Platformer","PC, Xbox One, PlayStation 4, Nintendo Switch",4.0,75.0,15
Once Upon a Jester,2022-11-09,"Casual, Indie, Adventure","PC, Nintendo Switch",0.0,,3
GetsuFumaDen: Undying Moon,2021-05-13,"Platformer, Indie, Action","PC, PlayStation 5, PlayStation 4, Nintendo Switch",3.45,,11
Voice of Cards: The Isle Dragon Roars,2021-10-28,"Strategy, RPG","PC, PlayStation 4, Nintendo Switch",3.36,,24
WRC 10 FIA World Rally Championship,2021-09-02,"Racing, Simulation, Sports","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.23,,13
Forza Motorsport,2023-10-10,Racing,"PC, Xbox Series S/X",3.47,,47
Sonic Origins,2022-06-23,"Casual, Platformer, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.67,,11
Digimon Survive,2022-07-29,"Strategy, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch",3.07,75.0,14
Tactics Ogre: Reborn,2022-11-11,"Strategy, Adventure, RPG, Simulation","PC, PlayStation 5, PlayStation 4, Nintendo Switch",3.75,,11
Holy Potatoes! What the Hell?!,2020-06-24,"Casual, Strategy, Indie, Simulation","PC, Nintendo Switch, macOS, Linux",2.89,,9
No Time to Relax,2020-02-24,"Casual, Strategy, Indie, Simulation","PC, Nintendo Switch, macOS",3.15,,12
Just Dance 2021,2020-11-12,"Casual, Family","PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, Wii",3.71,70.0,28
Labyrinth City: Pierre the Maze Detective,2021-06-22,"Casual, Indie, Adventure, Puzzle","PC, Nintendo Switch",3.92,78.0,13
Little Witch in the Woods,2022-05-16,"Indie, Adventure, RPG, Simulation","PC, PlayStation 4, Nintendo Switch, macOS",3.86,,7
Undying,2021-10-19,"Indie, Adventure","PC, Xbox One, PlayStation 4, Nintendo Switch",0.0,,2
Overboard! (2021),2021-06-02,"Indie, Adventure, RPG","PC, Nintendo Switch, iOS, macOS",4.05,,21
Sonic Colors: Ultimate,2021-09-07,"Casual, Platformer, Action","PC, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.08,,24
AO Tennis 2,2020-01-09,Sports,"PC, Xbox One, PlayStation 4, Nintendo Switch",3.68,67.0,28
Hatsune Miku: Project DIVA Mega Mix+,2022-05-26,"Arcade, Action","PC, Nintendo Switch",4.47,,15
New Pokémon Snap,2021-04-30,"Casual, Simulation",Nintendo Switch,3.88,79.0,40
Trine 5: A Clockwork Conspiracy,2023-08-31,"Indie, Adventure, Action, RPG","PC, Xbox Series S/X",4.31,,26
Red Bow,2020-01-14,"Casual, Indie, Adventure","PC, Xbox One, Nintendo Switch, PS Vita",3.56,,8
Tandem: A Tale of Shadows,2021-10-21,"Indie, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",3.45,,11
Out of Line,2021-06-23,"Casual, Indie, Adventure, Action","PC, Xbox One, Nintendo Switch",3.43,,14
Space Jam: A New Legacy - The Game,2021-07-15,"Arcade, Action","PC, Xbox One, Xbox Series S/X",2.75,,19
Mario + Rabbids Sparks of Hope,2022-10-20,RPG,Nintendo Switch,3.72,,26
Pokémon Unite,2021-07-21,"Strategy, Massively Multiplayer, Action, RPG","Nintendo Switch, iOS, Android",3.53,70.0,77
Lil Gator Game,2022-12-14,"Casual, Indie, Adventure, Action","PC, Nintendo Switch",4.15,,25
THE HOUSE OF THE DEAD: Remake,2022-04-08,"Arcade, Action","PC, Nintendo Switch",2.63,,17
No Straight Roads,2020-08-25,"Action, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch",3.52,71.0,23
Soundfall,2022-05-11,"Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Nintendo Switch",3.73,69.0,11
Super Mario RPG,2023-11-17,"Adventure, RPG",Nintendo Switch,4.21,,27
Wanted: Dead,2023-02-14,"Shooter, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",2.0,,26
River City Girls 2,2022-12-14,"Adventure, Action, RPG","PC, PlayStation 5, Xbox One, PlayStation 4, Nintendo Switch",4.26,,18
Five Nights at Freddy's: Help Wanted,2020-05-21,,"Xbox One, Nintendo Switch",3.94,,17
Astalon: Tears of the Earth,2021-06-03,"Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",4.33,83.0,11
Sakura Succubus,2020-03-31,"Casual, Adventure, Simulation","PC, PlayStation 5, PlayStation 4, macOS, Linux",2.8,,10
Lamentum,2021-08-26,"Indie, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.7,,9
KLONOA Phantasy Reverie Series,2022-07-07,"Casual, Platformer, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.64,,11
Tokyo Mirage Sessions #FE Encore,2020-01-17,RPG,Nintendo Switch,4.19,,29
Broken Lines,2020-02-25,Strategy,"PC, Xbox One, PlayStation 4, Nintendo Switch, Linux",3.31,72.0,13
Salt and Sacrifice,2022-05-10,"Platformer, Action, RPG","PC, PlayStation 5, PlayStation 4, macOS",3.14,,20
Curious Expedition 2,2021-01-28,"Adventure, RPG, Strategy, Simulation, Indie","PC, Xbox One, PlayStation 4, Nintendo Switch",4.08,,13
The Cosmic Wheel Sisterhood,2023-08-16,"Indie, Adventure","PC, Nintendo Switch",4.15,,27
Silt,2022-06-01,"Indie, Adventure","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.44,,9
Ooblets,2022-09-01,"Indie, Adventure, RPG, Simulation","PC, Xbox One, Nintendo Switch",4.0,,22
Teenage Mutant Ninja Turtles: The Cowabunga Collection,2022-08-30,"Arcade, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.76,,17
Baldi's BASICS Plus Android,2020-09-17,"Indie, Adventure","Nintendo Switch, Android",4.13,,39
One Hand Clapping,2021-06-10,"Indie, Platformer, Adventure, Puzzle","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS",3.82,,16
Hextech Mayhem: A League of Legends Story,2021-11-15,"Platformer, Indie, Action","PC, Nintendo Switch, iOS, Android",3.52,,23
The Chant,2022-11-02,"Adventure, Action","PC, PlayStation 5, Xbox Series S/X",3.04,,26
SAMURAI WARRIORS 5,2021-07-26,Action,"PC, Xbox One, PlayStation 4, Nintendo Switch",3.64,76.0,11
Kid A Mnesia: Exhibition,2021-11-18,Adventure,"PC, PlayStation 5",4.28,,36
House Flipper 2,2023-12-14,"Casual, Indie, Simulation","PC, PlayStation 5, Xbox Series S/X",3.68,,28
The Anacrusis,2022-01-13,"Shooter, Indie, Action","PC, Xbox One, Xbox Series S/X",3.0,,10
Babylon's Fall,2022-03-03,"Action, RPG","PC, PlayStation 5, PlayStation 4",2.08,44.0,12
Kerbal Space Program 2,2023-02-23,"Educational, Indie, Simulation","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.55,,9
3 out of 10: Season One,2020-08-06,Adventure,"PC, Xbox One, Xbox Series S/X, Nintendo Switch",3.24,79.0,20
Murder House,2020-10-22,"Indie, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",4.27,,15
Metal Gear Solid Master Collection Vol. 1,2023-10-23,Action,"PC, PlayStation 5, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.55,,11
Madden NFL 22,2021-08-17,"Casual, Strategy, Simulation, Sports","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",2.12,69.0,8
OPUS: Echo of Starsong,2021-08-31,"Indie, Adventure, RPG","PC, Nintendo Switch, iOS, macOS",3.91,,10
Final Vendetta,2022-06-16,"Indie, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS, Linux",3.88,,8
NINJA GAIDEN: Master Collection,2021-06-10,Action,"PC, Xbox One, PlayStation 4, Nintendo Switch",4.18,72.0,11
Mortal Kombat 11: Aftermath,2020-05-26,"Action, Fighting","PC, Xbox One, PlayStation 4, Nintendo Switch",4.02,77.0,59
Roundguard,2020-03-13,"Action, RPG, Casual, Strategy, Indie","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, macOS",3.41,80.0,16
"Peace, Death! 2",2021-10-07,"Casual, Indie, Puzzle","PC, Nintendo Switch, iOS, Android, PS Vita",3.46,,24
Batora: Lost Haven,2022-10-19,"Action, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch",2.89,72.0,9
Chinatown Detective Agency,2022-04-07,"Indie, Adventure","PC, Xbox One, Xbox Series S/X, Nintendo Switch, macOS",3.25,67.0,8
Killer Frequency,2023-06-01,"Indie, Adventure, Simulation","PC, PlayStation 5, PlayStation 4",4.05,,20
I Was a Teenage Exocolonist,2022-08-24,"Card, Indie, RPG, Simulation","PC, PlayStation 5, PlayStation 4, Nintendo Switch, macOS, Linux",4.33,,21
Moonglow Bay,2021-10-26,"Adventure, Action, RPG, Casual, Indie","PC, Xbox Series S/X",3.21,,19
The Crew: Motorfest,2023-09-14,"Racing, Arcade","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.55,,22
Placid Plastic Duck Simulator,2022-07-06,Simulation,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.83,,6
White Shadows,2021-12-07,"Indie, Platformer, Adventure","PC, PlayStation 5, Xbox One, Xbox Series S/X",3.91,,22
The Legend of Heroes: Trails from Zero,2022-09-27,RPG,"PC, PlayStation 4, Nintendo Switch",4.35,,19
Eternights,2023-09-12,"Adventure, Action, RPG, Casual, Indie","PC, PlayStation 5, PlayStation 4",3.58,,12
Circuit Superstars,2021-10-12,Racing,"PC, Xbox One, PlayStation 4, Nintendo Switch",3.85,,19
Floppy Knights,2022-05-24,"Strategy, Indie","PC, Xbox One, Xbox Series S/X, Nintendo Switch, macOS",3.29,76.0,14
Bang-On Balls: Chronicles,2021-03-03,"Casual, Indie, Action","PC, PlayStation 5, Xbox Series S/X, Nintendo Switch",4.33,,6
Persona 5 Tactica,2023-11-16,"Strategy, Action, RPG","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.64,,14
THE GAME OF LIFE 2,2021-03-29,"Casual, Strategy, Simulation","PC, Nintendo Switch, iOS, Android",2.91,53.0,10
Unbound: Worlds Apart,2021-07-28,"Indie, Adventure","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.73,,22
Submerged: Hidden Depths,2020-12-03,"Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.8,,15
I Saw Black Clouds,2021-03-30,Adventure,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS",2.65,56.0,16
Overpass(2020),2020-03-17,"Racing, Adventure, Action, Simulation, Indie","PC, Xbox One, PlayStation 4, Nintendo Switch",2.4,58.0,10
Centipede: Recharged,2021-09-28,"Arcade, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS, Linux",2.88,,9
Layers of Fear (2023),2023-06-15,Adventure,"PC, PlayStation 5, Xbox Series S/X",3.72,,30
Last Encounter,2020-02-21,Indie,"PC, Nintendo Switch, macOS",0.0,,1
Rune Factory 4 Special,2020-02-25,RPG,"PC, Xbox One, Nintendo Switch",3.86,,13
A Long Way Down,2020-08-28,"Indie, Strategy, Adventure, RPG","PC, Nintendo Switch, macOS, Linux",3.29,,7
Fishing Adventure,2020-02-21,"Indie, Simulation","PC, Xbox One, Nintendo Switch",0.0,,3
Godfall Ultimate Edition,2022-04-07,"Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.0,,9
Under The Waves,2023-08-28,"Indie, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.52,,19
The Knight Witch,2022-11-29,"Indie, Platformer, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",0.0,,5
Arietta of Spirits,2021-08-20,"Indie, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",3.58,68.0,12
Redout 2,2022-06-16,"Racing, Action, Sports","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",2.5,,6
Kraken Academy!!,2021-09-10,"Adventure, RPG","PC, Nintendo Switch",4.04,,26
Serious Sam Collection,2020-11-17,"Shooter, Adventure, Action, Arcade, Indie","Xbox One, PlayStation 4, Nintendo Switch",4.0,,10
Fury Unleashed,2020-05-07,"Shooter, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, macOS, Linux",3.42,78.0,25
Goat Simulator 3,2022-11-17,"Casual, Adventure, Action, Simulation","PC, PlayStation 5, Xbox Series S/X, iOS",3.89,,28
Life is Strange Remastered Collection,2022-02-01,Adventure,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.78,,26
Myst (2021),2021-08-26,Adventure,"PC, Xbox Series S/X",3.4,,34
The Exit 8,2023-11-29,"Indie, Adventure, Simulation","PC, PlayStation 5, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.79,,47
Blanc,2023-02-14,"Indie, Adventure","PC, Nintendo Switch",3.57,,13
